observation_id,observation_hash,property_id,property_name,source_platform,stay_date,observed_at_jst,room_product_key,room_type_name,rate_plan_key,rate_plan_name,search_adults,search_children,search_rooms,length_of_stay,currency,observed_price,availability_status,inventory_count,inventory_count_semantics,inventory_scope,source_quality,raw_evidence_hash,collector_run_id
booking|hammond|2026-08-13|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001154,9f4e4f339221e717a5f4bb3b02c377e9b685007294157f83745e6d0f525c1ae5,hammond,HAMMOND,booking,2026-08-13,2026-08-12T00:12:02+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,19812,AVAILABLE,2,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,1564b322f215eb6e049e6e1f3114602308addfbaef73d8616b54b0e9b570662d,core_competitor_obs_20260812_001154
booking|hammond|2026-08-14|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001154,817ccdd2bc468b7ebc2b4aa85b0214a1c0509e05f43515b91afba80caccd36c4,hammond,HAMMOND,booking,2026-08-14,2026-08-12T00:12:12+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,25797,AVAILABLE,1,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,496b87a053e96923980da05da945c6f32c537bdcbde4015029b46109cd9ff985,core_competitor_obs_20260812_001154
booking|hammond|2026-08-15|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001154,393f7d2dbb54e29a06be91dbe2070391c5646476893b49ce4a6f50de61f66e3a,hammond,HAMMOND,booking,2026-08-15,2026-08-12T00:12:21+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,19812,AVAILABLE,5,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,0965b3faffa61a908c2177a74e6b9d881b3e8ccf82eed5f1d2c1a7926e59c2fb,core_competitor_obs_20260812_001154
booking|yoshidaya|2026-08-13|text:和室|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001154,3efcf3d6e09e1f1f536cbdb121ae71e6ca77c87d4ba6e18ce833c31183e359da,yoshidaya,吉田屋,booking,2026-08-13,2026-08-12T00:12:31+09:00,text:和室,和室,,,2,0,1,1,JPY,24710,AVAILABLE,7,PUBLIC_SCARCITY_COUNT,PRODUCT,MEDIUM,2ef28130a0103f8938bcd2eef7182ccdeb623617e57405466f49617af544e628,core_competitor_obs_20260812_001154
booking|yoshidaya|2026-08-14|text:和室|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001154,db7539c13848cfa98fcd3ee1264ceb9698ee05892bcd2526263d9212964ec0e4,yoshidaya,吉田屋,booking,2026-08-14,2026-08-12T00:12:42+09:00,text:和室,和室,,,2,0,1,1,JPY,24710,AVAILABLE,7,PUBLIC_SCARCITY_COUNT,PRODUCT,MEDIUM,900875a258865900596a6fa1f9787d5ea01dee27ab832b9c4e2f0685771f67d2,core_competitor_obs_20260812_001154
booking|yoshidaya|2026-08-15|text:和室|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001154,c94c01fc34d0dbbc97bb8daddf1419c82f9f78109cba66ad31a6911709f2579a,yoshidaya,吉田屋,booking,2026-08-15,2026-08-12T00:12:51+09:00,text:和室,和室,,,2,0,1,1,JPY,21622,AVAILABLE,,BINARY_AVAILABILITY,UNKNOWN,HIGH,be4bb32abc23c757be9b5a8e5fad9596a7e935177afc15949bc344b7cf3fdd82,core_competitor_obs_20260812_001154
booking|oakhill|2026-08-13|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001154,b08dc071686c85a1543b679a8baa80995f0e259931e8a6509fcc5f9a3af4613f,oakhill,ONSEN & STAY OAKHILL,booking,2026-08-13,2026-08-12T00:13:02+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,26027,AVAILABLE,1,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,6f6296d59c07c8ba67d2999a7b2f53aa06b631dc4b6059fdc3a537eaccb1b3aa,core_competitor_obs_20260812_001154
booking|oakhill|2026-08-14|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001154,686c2ea198a7882dcd298ef9876904c28627f65fef397dc2572550e1ed8ff846,oakhill,ONSEN & STAY OAKHILL,booking,2026-08-14,2026-08-12T00:13:11+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,45027,AVAILABLE,1,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,8a7d03ade968bb5c8c8733715460445b0e0996a638d6eb76fe37f21eedee42e6,core_competitor_obs_20260812_001154
booking|oakhill|2026-08-15|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001154,829f1a94d33b954eb2006b3b0b460c2c51215c3349b216016a4a579dc8924f0f,oakhill,ONSEN & STAY OAKHILL,booking,2026-08-15,2026-08-12T00:13:22+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,18475,AVAILABLE,6,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,011ba0120a9cd63fef1e1a756034c881020ae7f8593189386f590e0578185efa,core_competitor_obs_20260812_001154
jalan|hammond|2026-08-13|text:ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【スタンダード洋室】ツインベッド21m2 トイレ付/禁煙 ポイント2% 禁煙ルーム 部屋でインターネ|text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ オンラインカード決済専用 食事: 食事なし チェックイン 15:00~ チェックアウト ~10:00 【丸太造りの温泉浴場】蔵王の豊かな自然の中、歴史ある効能豊かな蔵王温泉を源泉かけ流|2|0|1|1|core_competitor_obs_20260812_001154,d565f3e6fe864a97d7502582ff24fb42ffbfc85d0f0ccc1bfe7443232b7a253e,hammond,HAMMOND,jalan,2026-08-13,2026-08-12T00:13:27+09:00,text:ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【スタンダード洋室】ツインベッド21m2 トイレ付/禁煙 ポイント2% 禁煙ルーム 部屋でインターネ,ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【スタンダード洋室】ツインベッド21㎡ トイレ付／禁煙 ポイント2% 禁煙ルーム 部屋でインターネ,text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ オンラインカード決済専用 食事: 食事なし チェックイン 15:00~ チェックアウト ~10:00 【丸太造りの温泉浴場】蔵王の豊かな自然の中、歴史ある効能豊かな蔵王温泉を源泉かけ流,【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ！７箇所の湯めぐり無料特典♪ご夕食は温泉街へ オンラインカード決済専用 食事： 食事なし チェックイン 15:00～ チェックアウト ～10:00 【丸太造りの温泉浴場】蔵王の豊かな自然の中、歴史ある効能豊かな蔵王温泉を源泉かけ流,2,0,1,1,JPY,11000,AVAILABLE,2,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,a7324b0bb9eb785785fe3a876f442f59715a9954b2c5655b67f8f9ec3b344afb,core_competitor_obs_20260812_001154
