row_id,row_hash,shard_month,collected_date_jst,collected_at_jst,normalized_at_jst,source,source_phase,collector_stage,canonical_property_name,source_property_name,property_identity_match,source_property_id,source_slug_or_code,checkin,checkout,stay_nights,group_adults,no_rooms,group_children,currency,language,stay_scope,availability_status,sold_out_status,normalized_total_price,normalized_total_price_source,normalized_total_price_basis,normalized_total_price_confidence,basis_confidence,basis_note,source_primary_price,source_secondary_price_or_adder,source_computed_total,source_tax_or_fee_classification,source_classification,is_price_usable_for_dp_direct,is_price_usable_for_dp_directional,is_price_excluded_from_dp,dp_exclusion_reason,warning_flags,source_report_path,source_csv_path,debug_artifact_path,schema_version
2026-06-15|jalan|蔵王四季のホテル|yad322447|2027-01-01|2027-01-02|2_adults_1_room_1_night,493c88a15dbc7632d907cd5f726a6702e76ea83e05ba8bdb72e8fc1983cb02f1,2027_01,2026-06-15,2026-06-15T21:43:40+09:00,2026-06-15T21:43:40+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,蔵王四季のホテル,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad322447,yad322447,2027-01-01,2027-01-02,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260615_214340/jalan/classification_decisions/yad322447_2027-01-01.json,zao_local_history_v1
2026-06-15|jalan|蔵王四季のホテル|yad322447|2027-01-02|2027-01-03|2_adults_1_room_1_night,f6577da1f4658bce633670af67999ddf3eb68e9341d21144f37fd544e098079e,2027_01,2026-06-15,2026-06-15T21:43:40+09:00,2026-06-15T21:43:40+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,蔵王四季のホテル,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad322447,yad322447,2027-01-02,2027-01-03,1,2,1,0,JPY,ja,2_adults_1_room_1_night,available,not_sold_out_confirmed,160600,jalan_visible_total_tax_included,tax_included_total,B,B,Visible tax-included total usable as same-property directional price-pressure evidence; direct withheld due to non-hard gaps.,160600,,160600,tax_included_total,jalan_directional_tax_included_total,false,true,false,,page_chrome_coupon_or_discount_evidence,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260615_214340/jalan/classification_decisions/yad322447_2027-01-02.json,zao_local_history_v1
2026-06-15|jalan|蔵王四季のホテル|yad322447|2027-01-03|2027-01-04|2_adults_1_room_1_night,8d0c8f4654e1d554d38899737820b452586ff0fda20bfff2e29dfe6d043227fd,2027_01,2026-06-15,2026-06-15T22:00:05+09:00,2026-06-15T22:00:05+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,蔵王四季のホテル,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad322447,yad322447,2027-01-03,2027-01-04,1,2,1,0,JPY,ja,2_adults_1_room_1_night,available,not_sold_out_confirmed,123200,jalan_visible_total_tax_included,tax_included_total,B,B,Visible tax-included total usable as same-property directional price-pressure evidence; direct withheld due to non-hard gaps.,123200,,123200,tax_included_total,jalan_directional_tax_included_total,false,true,false,,page_chrome_coupon_or_discount_evidence,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260615_220005/jalan/classification_decisions/yad322447_2027-01-03.json,zao_local_history_v1
2026-06-15|jalan|蔵王四季のホテル|yad322447|2027-01-09|2027-01-10|2_adults_1_room_1_night,ed48c146dbe6b26007a30bbca194095b9e26b10091d8a58f4bd41c5310df1676,2027_01,2026-06-15,2026-06-15T22:00:05+09:00,2026-06-15T22:00:05+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,蔵王四季のホテル,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad322447,yad322447,2027-01-09,2027-01-10,1,2,1,0,JPY,ja,2_adults_1_room_1_night,available,not_sold_out_confirmed,138600,jalan_visible_total_tax_included,tax_included_total,B,B,Visible tax-included total usable as same-property directional price-pressure evidence; direct withheld due to non-hard gaps.,138600,,138600,tax_included_total,jalan_directional_tax_included_total,false,true,false,,page_chrome_coupon_or_discount_evidence,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260615_220005/jalan/classification_decisions/yad322447_2027-01-09.json,zao_local_history_v1
2026-06-15|jalan|ホテル喜らく|yad325153|2027-01-01|2027-01-02|2_adults_1_room_1_night,fbd6d737db95a6d4c898d37aaea3b7e747874fb8ff10afa5e461c9c23489fdff,2027_01,2026-06-15,2026-06-15T22:00:05+09:00,2026-06-15T22:00:05+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ホテル喜らく,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325153,yad325153,2027-01-01,2027-01-02,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260615_220005/jalan/classification_decisions/yad325153_2027-01-01.json,zao_local_history_v1
2026-06-15|jalan|ホテル喜らく|yad325153|2027-01-02|2027-01-03|2_adults_1_room_1_night,98f41906165f519175010b087009f5ff65480752b044ad40bfc803d85dc618e0,2027_01,2026-06-15,2026-06-15T22:00:05+09:00,2026-06-15T22:00:05+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ホテル喜らく,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325153,yad325153,2027-01-02,2027-01-03,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260615_220005/jalan/classification_decisions/yad325153_2027-01-02.json,zao_local_history_v1
2026-06-16|jalan|蔵王四季のホテル|yad322447|2027-01-10|2027-01-11|2_adults_1_room_1_night,34517683ad66c60c1472e2738fb99e05487b8b6b6773256eb4d185f7312906a1,2027_01,2026-06-16,2026-06-16T00:00:02+09:00,2026-06-16T00:00:02+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,蔵王四季のホテル,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad322447,yad322447,2027-01-10,2027-01-11,1,2,1,0,JPY,ja,2_adults_1_room_1_night,available,not_sold_out_confirmed,132000,jalan_visible_total_tax_included,tax_included_total,B,B,Visible tax-included total usable as same-property directional price-pressure evidence; direct withheld due to non-hard gaps.,132000,,132000,tax_included_total,jalan_directional_tax_included_total,false,true,false,,page_chrome_coupon_or_discount_evidence,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260616_000002/jalan/classification_decisions/yad322447_2027-01-10.json,zao_local_history_v1
2026-06-16|jalan|蔵王四季のホテル|yad322447|2027-01-11|2027-01-12|2_adults_1_room_1_night,05b704794b93cbc68516272df70a463391eea28b77584b9e5b4f11d11929853c,2027_01,2026-06-16,2026-06-16T00:00:02+09:00,2026-06-16T00:00:02+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,蔵王四季のホテル,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad322447,yad322447,2027-01-11,2027-01-12,1,2,1,0,JPY,ja,2_adults_1_room_1_night,available,not_sold_out_confirmed,99000,jalan_visible_total_tax_included,tax_included_total,B,B,Visible tax-included total usable as same-property directional price-pressure evidence; direct withheld due to non-hard gaps.,99000,,99000,tax_included_total,jalan_directional_tax_included_total,false,true,false,,page_chrome_coupon_or_discount_evidence,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260616_000002/jalan/classification_decisions/yad322447_2027-01-11.json,zao_local_history_v1
2026-06-16|jalan|ホテル喜らく|yad325153|2027-01-03|2027-01-04|2_adults_1_room_1_night,96e78994b7e5e0c39709ad3255ef7181b4b9f5d826bbea2aedf20547d2499764,2027_01,2026-06-16,2026-06-16T00:00:02+09:00,2026-06-16T00:00:02+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ホテル喜らく,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325153,yad325153,2027-01-03,2027-01-04,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260616_000002/jalan/classification_decisions/yad325153_2027-01-03.json,zao_local_history_v1
2026-06-16|jalan|ホテル喜らく|yad325153|2027-01-09|2027-01-10|2_adults_1_room_1_night,71797c7349a948c42a1b5680e256d56613d89a5bb7b7b4d5a8a3d95a445c5b62,2027_01,2026-06-16,2026-06-16T00:00:02+09:00,2026-06-16T00:00:02+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ホテル喜らく,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325153,yad325153,2027-01-09,2027-01-10,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260616_000002/jalan/classification_decisions/yad325153_2027-01-09.json,zao_local_history_v1
